"","Date","County","Count","pop","case_percapita"
"20247",2016-05-31,"BUTLER",0,20012,0
"20249",2016-05-31,"CALHOUN",0,114973,0
"20251",2016-05-31,"CHAMBERS",0,33745,0
"20253",2016-05-31,"CHEROKEE",0,25768,0
"20255",2016-05-31,"CHILTON",0,43866,0
"20257",2016-05-31,"CHOCTAW",0,13045,0
"20259",2016-05-31,"CLARKE",0,24340,0
"20261",2016-05-31,"CLAY",0,13393,0
"20263",2016-05-31,"CLEBURNE",0,14848,0
"20265",2016-05-31,"COFFEE",0,51202,0
"20267",2016-05-31,"COLBERT",0,54497,0
"20269",2016-05-31,"CONECUH",0,12500,0
"20271",2016-05-31,"COOSA",0,10819,0
"20273",2016-05-31,"COVINGTON",0,37382,0
"20275",2016-05-31,"CRENSHAW",0,13916,0
"20277",2016-05-31,"CULLMAN",0,82450,0
"20279",2016-05-31,"DALE",0,49362,0
"20281",2016-05-31,"DALLAS",0,40080,0
"20283",2016-05-31,"DE KALB",1,71104,1.40639063906391e-05
"20285",2016-05-31,"ELMORE",0,81204,0
"20287",2016-05-31,"ESCAMBIA",0,37475,0
"20289",2016-05-31,"ETOWAH",1,102855,9.72242477273832e-06
"20291",2016-05-31,"FAYETTE",0,16563,0
"20293",2016-05-31,"FRANKLIN",0,31611,0
"20295",2016-05-31,"GENEVA",0,26494,0
"20297",2016-05-31,"GREENE",0,8482,0
"20299",2016-05-31,"HALE",0,14828,0
"20301",2016-05-31,"HENRY",0,17072,0
"20303",2016-05-31,"HOUSTON",0,104218,0
"20305",2016-05-31,"JACKSON",0,51988,0
"20307",2016-05-31,"JEFFERSON",0,660343,0
"20309",2016-05-31,"LAMAR",0,13928,0
"20311",2016-05-31,"LAUDERDALE",0,92425,0
"20313",2016-05-31,"LAWRENCE",0,33227,0
"20315",2016-05-31,"LEE",0,159168,0
"20317",2016-05-31,"LIMESTONE",1,92847,1.07704072290973e-05
"20319",2016-05-31,"LOWNDES",0,10248,0
"20321",2016-05-31,"MACON",0,19060,0
"20323",2016-05-31,"MADISON",5,356729,1.40162420212542e-05
"20325",2016-05-31,"MARENGO",0,19525,0
"20327",2016-05-31,"MARION",0,29960,0
"20329",2016-05-31,"MARSHALL",1,95113,1.05138098892896e-05
"20331",2016-05-31,"MOBILE",0,414945,0
"20333",2016-05-31,"MONROE",0,21548,0
"20335",2016-05-31,"MONTGOMERY",0,227170,0
"20337",2016-05-31,"MORGAN",0,119006,0
"20339",2016-05-31,"PERRY",0,9532,0
"20341",2016-05-31,"PICKENS",0,20325,0
"20343",2016-05-31,"PIKE",0,33464,0
"20345",2016-05-31,"RANDOLPH",0,22504,0
"20347",2016-05-31,"RUSSELL",0,58185,0
"20349",2016-05-31,"SHELBY",0,211282,0
"20351",2016-05-31,"SAINT CLAIR",0,87306,0
"20353",2016-05-31,"SUMTER",0,12967,0
"20355",2016-05-31,"TALLADEGA",0,80552,0
"20357",2016-05-31,"TALLAPOOSA",0,40586,0
"20359",2016-05-31,"TUSCALOOSA",0,206464,0
"20361",2016-05-31,"WALKER",0,64533,0
"20363",2016-05-31,"WASHINGTON",0,16621,0
"20365",2016-05-31,"WILCOX",0,10844,0
"20367",2016-05-31,"WINSTON",0,23907,0
"20369",2016-06-01,"AUTAUGA",0,55243,0
"20371",2016-06-01,"BALDWIN",0,207601,0
"20373",2016-06-01,"BARBOUR",0,25806,0
"20375",2016-06-01,"BIBB",0,22586,0
"20377",2016-06-01,"BLOUNT",1,57494,1.7393119282012e-05
"20379",2016-06-01,"BULLOCK",0,10389,0
"20381",2016-06-01,"BUTLER",0,20012,0
"20383",2016-06-01,"CALHOUN",0,114973,0
"20385",2016-06-01,"CHAMBERS",0,33745,0
"20387",2016-06-01,"CHEROKEE",0,25768,0
"20389",2016-06-01,"CHILTON",0,43866,0
"20391",2016-06-01,"CHOCTAW",0,13045,0
"20393",2016-06-01,"CLARKE",0,24340,0
"20395",2016-06-01,"CLAY",0,13393,0
"20397",2016-06-01,"CLEBURNE",0,14848,0
"20399",2016-06-01,"COFFEE",0,51202,0
"20401",2016-06-01,"COLBERT",0,54497,0
"20403",2016-06-01,"CONECUH",0,12500,0
"20405",2016-06-01,"COOSA",0,10819,0
"20407",2016-06-01,"COVINGTON",0,37382,0
"20409",2016-06-01,"CRENSHAW",0,13916,0
"20411",2016-06-01,"CULLMAN",0,82450,0
"20413",2016-06-01,"DALE",0,49362,0
"20415",2016-06-01,"DALLAS",0,40080,0
"20417",2016-06-01,"DE KALB",0,71104,0
"20419",2016-06-01,"ELMORE",0,81204,0
"20421",2016-06-01,"ESCAMBIA",0,37475,0
"20423",2016-06-01,"ETOWAH",1,102855,9.72242477273832e-06
"20425",2016-06-01,"FAYETTE",0,16563,0
"20427",2016-06-01,"FRANKLIN",0,31611,0
"20429",2016-06-01,"GENEVA",0,26494,0
"20431",2016-06-01,"GREENE",0,8482,0
"20433",2016-06-01,"HALE",0,14828,0
"20435",2016-06-01,"HENRY",0,17072,0
"20437",2016-06-01,"HOUSTON",0,104218,0
"20439",2016-06-01,"JACKSON",0,51988,0
"20441",2016-06-01,"JEFFERSON",2,660343,3.02872900901501e-06
"20443",2016-06-01,"LAMAR",0,13928,0
"20445",2016-06-01,"LAUDERDALE",0,92425,0
"20447",2016-06-01,"LAWRENCE",0,33227,0
"20449",2016-06-01,"LEE",0,159168,0
"20451",2016-06-01,"LIMESTONE",0,92847,0
"20453",2016-06-01,"LOWNDES",0,10248,0
"20455",2016-06-01,"MACON",0,19060,0
