"","Date","County","Count","pop","case_percapita"
"94013",2017-12-02,"LAWRENCE",2,33063,6.04905785923842e-05
"94015",2017-12-02,"LEE",0,161440,0
"94017",2017-12-02,"LIMESTONE",0,94130,0
"94019",2017-12-02,"LOWNDES",0,10097,0
"94021",2017-12-02,"MACON",0,18793,0
"94023",2017-12-02,"MADISON",1,361762,2.7642483179549e-06
"94025",2017-12-02,"MARENGO",0,19396,0
"94027",2017-12-02,"MARION",1,29792,3.35660580021482e-05
"94029",2017-12-02,"MARSHALL",0,95572,0
"94031",2017-12-02,"MOBILE",0,414045,0
"94033",2017-12-02,"MONROE",0,21290,0
"94035",2017-12-02,"MONTGOMERY",0,227265,0
"94037",2017-12-02,"MORGAN",0,118918,0
"94039",2017-12-02,"PERRY",0,9302,0
"94041",2017-12-02,"PICKENS",0,20204,0
"94043",2017-12-02,"PIKE",0,33349,0
"94045",2017-12-02,"RANDOLPH",0,22687,0
"94047",2017-12-02,"RUSSELL",0,56985,0
"94049",2017-12-02,"SHELBY",1,213633,4.68092476349628e-06
"94051",2017-12-02,"SAINT CLAIR",0,87926,0
"94053",2017-12-02,"SUMTER",0,12749,0
"94055",2017-12-02,"TALLADEGA",0,80142,0
"94057",2017-12-02,"TALLAPOOSA",0,40613,0
"94059",2017-12-02,"TUSCALOOSA",0,207618,0
"94061",2017-12-02,"WALKER",0,63895,0
"94063",2017-12-02,"WASHINGTON",0,16522,0
"94065",2017-12-02,"WILCOX",0,10691,0
"94067",2017-12-02,"WINSTON",1,23760,4.20875420875421e-05
"94069",2017-12-03,"AUTAUGA",1,55390,1.80538003249684e-05
"94071",2017-12-03,"BALDWIN",1,212521,4.70541734699159e-06
"94073",2017-12-03,"BARBOUR",0,25157,0
"94075",2017-12-03,"BIBB",0,22550,0
"94077",2017-12-03,"BLOUNT",0,57787,0
"94079",2017-12-03,"BULLOCK",0,10176,0
"94081",2017-12-03,"BUTLER",0,19888,0
"94083",2017-12-03,"CALHOUN",0,114710,0
"94085",2017-12-03,"CHAMBERS",0,33707,0
"94087",2017-12-03,"CHEROKEE",0,25805,0
"94089",2017-12-03,"CHILTON",1,44120,2.26654578422484e-05
"94091",2017-12-03,"CHOCTAW",0,12925,0
"94093",2017-12-03,"CLARKE",0,24063,0
"94095",2017-12-03,"CLAY",0,13350,0
"94097",2017-12-03,"CLEBURNE",0,14899,0
"94099",2017-12-03,"COFFEE",0,51853,0
"94101",2017-12-03,"COLBERT",0,54695,0
"94103",2017-12-03,"CONECUH",0,12431,0
"94105",2017-12-03,"COOSA",0,10724,0
"94107",2017-12-03,"COVINGTON",0,37062,0
"94109",2017-12-03,"CRENSHAW",0,13858,0
"94111",2017-12-03,"CULLMAN",0,82867,0
"94113",2017-12-03,"DALE",0,49342,0
"94115",2017-12-03,"DALLAS",0,39238,0
"94117",2017-12-03,"DE KALB",0,71437,0
"94119",2017-12-03,"ELMORE",1,81422,1.22816929085505e-05
"94121",2017-12-03,"ESCAMBIA",0,36993,0
"94123",2017-12-03,"ETOWAH",0,103007,0
"94125",2017-12-03,"FAYETTE",0,16466,0
"94127",2017-12-03,"FRANKLIN",0,31542,0
"94129",2017-12-03,"GENEVA",0,26385,0
"94131",2017-12-03,"GREENE",0,8310,0
"94133",2017-12-03,"HALE",0,14801,0
"94135",2017-12-03,"HENRY",0,17115,0
"94137",2017-12-03,"HOUSTON",0,104378,0
"94139",2017-12-03,"JACKSON",0,51828,0
"94141",2017-12-03,"JEFFERSON",0,659599,0
"94143",2017-12-03,"LAMAR",0,13882,0
"94145",2017-12-03,"LAUDERDALE",0,92564,0
"94147",2017-12-03,"LAWRENCE",0,33063,0
"94149",2017-12-03,"LEE",0,161440,0
"94151",2017-12-03,"LIMESTONE",0,94130,0
"94153",2017-12-03,"LOWNDES",0,10097,0
"94155",2017-12-03,"MACON",0,18793,0
"94157",2017-12-03,"MADISON",0,361762,0
"94159",2017-12-03,"MARENGO",0,19396,0
"94161",2017-12-03,"MARION",0,29792,0
"94163",2017-12-03,"MARSHALL",0,95572,0
"94165",2017-12-03,"MOBILE",0,414045,0
"94167",2017-12-03,"MONROE",0,21290,0
"94169",2017-12-03,"MONTGOMERY",0,227265,0
"94171",2017-12-03,"MORGAN",0,118918,0
"94173",2017-12-03,"PERRY",0,9302,0
"94175",2017-12-03,"PICKENS",0,20204,0
"94177",2017-12-03,"PIKE",0,33349,0
"94179",2017-12-03,"RANDOLPH",0,22687,0
"94181",2017-12-03,"RUSSELL",0,56985,0
"94183",2017-12-03,"SHELBY",0,213633,0
"94185",2017-12-03,"SAINT CLAIR",0,87926,0
"94187",2017-12-03,"SUMTER",0,12749,0
"94189",2017-12-03,"TALLADEGA",0,80142,0
"94191",2017-12-03,"TALLAPOOSA",0,40613,0
"94193",2017-12-03,"TUSCALOOSA",0,207618,0
"94195",2017-12-03,"WALKER",0,63895,0
"94197",2017-12-03,"WASHINGTON",0,16522,0
"94199",2017-12-03,"WILCOX",0,10691,0
"94201",2017-12-03,"WINSTON",0,23760,0
"94203",2017-12-04,"AUTAUGA",0,55390,0
"94205",2017-12-04,"BALDWIN",1,212521,4.70541734699159e-06
"94207",2017-12-04,"BARBOUR",0,25157,0
"94209",2017-12-04,"BIBB",1,22550,4.43458980044346e-05
"94211",2017-12-04,"BLOUNT",0,57787,0
"94213",2017-12-04,"BULLOCK",0,10176,0
"94215",2017-12-04,"BUTLER",0,19888,0
"94217",2017-12-04,"CALHOUN",1,114710,8.71763577717723e-06
"94219",2017-12-04,"CHAMBERS",0,33707,0
"94221",2017-12-04,"CHEROKEE",0,25805,0
"94223",2017-12-04,"CHILTON",0,44120,0
"94225",2017-12-04,"CHOCTAW",0,12925,0
"94227",2017-12-04,"CLARKE",0,24063,0
"94229",2017-12-04,"CLAY",0,13350,0
"94231",2017-12-04,"CLEBURNE",0,14899,0
"94233",2017-12-04,"COFFEE",0,51853,0
"94235",2017-12-04,"COLBERT",0,54695,0
"94237",2017-12-04,"CONECUH",0,12431,0
"94239",2017-12-04,"COOSA",0,10724,0
"94241",2017-12-04,"COVINGTON",0,37062,0
"94243",2017-12-04,"CRENSHAW",0,13858,0
"94245",2017-12-04,"CULLMAN",0,82867,0
"94247",2017-12-04,"DALE",0,49342,0
"94249",2017-12-04,"DALLAS",0,39238,0
"94251",2017-12-04,"DE KALB",0,71437,0
"94253",2017-12-04,"ELMORE",0,81422,0
"94255",2017-12-04,"ESCAMBIA",0,36993,0
"94257",2017-12-04,"ETOWAH",0,103007,0
"94259",2017-12-04,"FAYETTE",0,16466,0
"94261",2017-12-04,"FRANKLIN",0,31542,0
"94263",2017-12-04,"GENEVA",0,26385,0
"94265",2017-12-04,"GREENE",0,8310,0
"94267",2017-12-04,"HALE",0,14801,0
"94269",2017-12-04,"HENRY",0,17115,0
"94271",2017-12-04,"HOUSTON",0,104378,0
"94273",2017-12-04,"JACKSON",0,51828,0
"94275",2017-12-04,"JEFFERSON",4,659599,6.06429057654727e-06
"94277",2017-12-04,"LAMAR",0,13882,0
"94279",2017-12-04,"LAUDERDALE",0,92564,0
"94281",2017-12-04,"LAWRENCE",0,33063,0
"94283",2017-12-04,"LEE",0,161440,0
"94285",2017-12-04,"LIMESTONE",0,94130,0
"94287",2017-12-04,"LOWNDES",0,10097,0
"94289",2017-12-04,"MACON",0,18793,0
"94291",2017-12-04,"MADISON",2,361762,5.5284966359098e-06
"94293",2017-12-04,"MARENGO",0,19396,0
"94295",2017-12-04,"MARION",0,29792,0
"94297",2017-12-04,"MARSHALL",0,95572,0
"94299",2017-12-04,"MOBILE",0,414045,0
"94301",2017-12-04,"MONROE",0,21290,0
"94303",2017-12-04,"MONTGOMERY",0,227265,0
"94305",2017-12-04,"MORGAN",0,118918,0
"94307",2017-12-04,"PERRY",1,9302,0.000107503762631692
"94309",2017-12-04,"PICKENS",0,20204,0
"94311",2017-12-04,"PIKE",0,33349,0
"94313",2017-12-04,"RANDOLPH",0,22687,0
"94315",2017-12-04,"RUSSELL",0,56985,0
"94317",2017-12-04,"SHELBY",2,213633,9.36184952699255e-06
"94319",2017-12-04,"SAINT CLAIR",0,87926,0
"94321",2017-12-04,"SUMTER",0,12749,0
"94323",2017-12-04,"TALLADEGA",1,80142,1.24778518130319e-05
"94325",2017-12-04,"TALLAPOOSA",0,40613,0
"94327",2017-12-04,"TUSCALOOSA",1,207618,4.81653806510033e-06
"94329",2017-12-04,"WALKER",0,63895,0
"94331",2017-12-04,"WASHINGTON",0,16522,0
"94333",2017-12-04,"WILCOX",0,10691,0
"94335",2017-12-04,"WINSTON",0,23760,0
"94337",2017-12-05,"AUTAUGA",0,55390,0
"94339",2017-12-05,"BALDWIN",0,212521,0
"94341",2017-12-05,"BARBOUR",0,25157,0
"94343",2017-12-05,"BIBB",0,22550,0
"94345",2017-12-05,"BLOUNT",0,57787,0
"94347",2017-12-05,"BULLOCK",0,10176,0
"94349",2017-12-05,"BUTLER",0,19888,0
"94351",2017-12-05,"CALHOUN",0,114710,0
"94353",2017-12-05,"CHAMBERS",0,33707,0
"94355",2017-12-05,"CHEROKEE",0,25805,0
"94357",2017-12-05,"CHILTON",0,44120,0
"94359",2017-12-05,"CHOCTAW",0,12925,0
"94361",2017-12-05,"CLARKE",0,24063,0
"94363",2017-12-05,"CLAY",0,13350,0
"94365",2017-12-05,"CLEBURNE",0,14899,0
"94367",2017-12-05,"COFFEE",0,51853,0
"94369",2017-12-05,"COLBERT",0,54695,0
"94371",2017-12-05,"CONECUH",0,12431,0
"94373",2017-12-05,"COOSA",0,10724,0
"94375",2017-12-05,"COVINGTON",0,37062,0
"94377",2017-12-05,"CRENSHAW",0,13858,0
"94379",2017-12-05,"CULLMAN",0,82867,0
"94381",2017-12-05,"DALE",0,49342,0
"94383",2017-12-05,"DALLAS",0,39238,0
"94385",2017-12-05,"DE KALB",0,71437,0
"94387",2017-12-05,"ELMORE",1,81422,1.22816929085505e-05
"94389",2017-12-05,"ESCAMBIA",0,36993,0
"94391",2017-12-05,"ETOWAH",0,103007,0
"94393",2017-12-05,"FAYETTE",0,16466,0
"94395",2017-12-05,"FRANKLIN",0,31542,0
"94397",2017-12-05,"GENEVA",0,26385,0
"94399",2017-12-05,"GREENE",0,8310,0
"94401",2017-12-05,"HALE",0,14801,0
"94403",2017-12-05,"HENRY",0,17115,0
"94405",2017-12-05,"HOUSTON",0,104378,0
"94407",2017-12-05,"JACKSON",0,51828,0
"94409",2017-12-05,"JEFFERSON",3,659599,4.54821793241045e-06
"94411",2017-12-05,"LAMAR",0,13882,0
"94413",2017-12-05,"LAUDERDALE",0,92564,0
"94415",2017-12-05,"LAWRENCE",0,33063,0
"94417",2017-12-05,"LEE",0,161440,0
"94419",2017-12-05,"LIMESTONE",1,94130,1.06236056517582e-05
"94421",2017-12-05,"LOWNDES",0,10097,0
"94423",2017-12-05,"MACON",0,18793,0
"94425",2017-12-05,"MADISON",1,361762,2.7642483179549e-06
"94427",2017-12-05,"MARENGO",0,19396,0
"94429",2017-12-05,"MARION",0,29792,0
"94431",2017-12-05,"MARSHALL",0,95572,0
"94433",2017-12-05,"MOBILE",1,414045,2.41519641584852e-06
"94435",2017-12-05,"MONROE",0,21290,0
"94437",2017-12-05,"MONTGOMERY",0,227265,0
"94439",2017-12-05,"MORGAN",0,118918,0
"94441",2017-12-05,"PERRY",0,9302,0
"94443",2017-12-05,"PICKENS",0,20204,0
"94445",2017-12-05,"PIKE",0,33349,0
"94447",2017-12-05,"RANDOLPH",0,22687,0
"94449",2017-12-05,"RUSSELL",0,56985,0
"94451",2017-12-05,"SHELBY",1,213633,4.68092476349628e-06
"94453",2017-12-05,"SAINT CLAIR",1,87926,1.13732001910698e-05
"94455",2017-12-05,"SUMTER",0,12749,0
"94457",2017-12-05,"TALLADEGA",0,80142,0
"94459",2017-12-05,"TALLAPOOSA",0,40613,0
"94461",2017-12-05,"TUSCALOOSA",0,207618,0
"94463",2017-12-05,"WALKER",0,63895,0
"94465",2017-12-05,"WASHINGTON",0,16522,0
"94467",2017-12-05,"WILCOX",0,10691,0
"94469",2017-12-05,"WINSTON",0,23760,0
"94471",2017-12-06,"AUTAUGA",0,55390,0
"94473",2017-12-06,"BALDWIN",0,212521,0
"94475",2017-12-06,"BARBOUR",0,25157,0
"94477",2017-12-06,"BIBB",0,22550,0
"94479",2017-12-06,"BLOUNT",0,57787,0
"94481",2017-12-06,"BULLOCK",0,10176,0
"94483",2017-12-06,"BUTLER",0,19888,0
"94485",2017-12-06,"CALHOUN",0,114710,0
"94487",2017-12-06,"CHAMBERS",0,33707,0
"94489",2017-12-06,"CHEROKEE",0,25805,0
"94491",2017-12-06,"CHILTON",0,44120,0
"94493",2017-12-06,"CHOCTAW",0,12925,0
"94495",2017-12-06,"CLARKE",0,24063,0
"94497",2017-12-06,"CLAY",0,13350,0
"94499",2017-12-06,"CLEBURNE",0,14899,0
"94501",2017-12-06,"COFFEE",0,51853,0
"94503",2017-12-06,"COLBERT",0,54695,0
"94505",2017-12-06,"CONECUH",0,12431,0
"94507",2017-12-06,"COOSA",0,10724,0
"94509",2017-12-06,"COVINGTON",0,37062,0
"94511",2017-12-06,"CRENSHAW",0,13858,0
"94513",2017-12-06,"CULLMAN",0,82867,0
"94515",2017-12-06,"DALE",0,49342,0
"94517",2017-12-06,"DALLAS",0,39238,0
"94519",2017-12-06,"DE KALB",0,71437,0
"94521",2017-12-06,"ELMORE",0,81422,0
"94523",2017-12-06,"ESCAMBIA",0,36993,0
"94525",2017-12-06,"ETOWAH",0,103007,0
"94527",2017-12-06,"FAYETTE",0,16466,0
"94529",2017-12-06,"FRANKLIN",0,31542,0
"94531",2017-12-06,"GENEVA",1,26385,3.79003221527383e-05
"94533",2017-12-06,"GREENE",0,8310,0
"94535",2017-12-06,"HALE",0,14801,0
"94537",2017-12-06,"HENRY",0,17115,0
"94539",2017-12-06,"HOUSTON",1,104378,9.58056295387917e-06
"94541",2017-12-06,"JACKSON",0,51828,0
"94543",2017-12-06,"JEFFERSON",1,659599,1.51607264413682e-06
"94545",2017-12-06,"LAMAR",0,13882,0
"94547",2017-12-06,"LAUDERDALE",0,92564,0
"94549",2017-12-06,"LAWRENCE",0,33063,0
"94551",2017-12-06,"LEE",0,161440,0
"94553",2017-12-06,"LIMESTONE",0,94130,0
"94555",2017-12-06,"LOWNDES",0,10097,0
"94557",2017-12-06,"MACON",0,18793,0
"94559",2017-12-06,"MADISON",2,361762,5.5284966359098e-06
"94561",2017-12-06,"MARENGO",0,19396,0
"94563",2017-12-06,"MARION",0,29792,0
"94565",2017-12-06,"MARSHALL",0,95572,0
"94567",2017-12-06,"MOBILE",0,414045,0
"94569",2017-12-06,"MONROE",0,21290,0
"94571",2017-12-06,"MONTGOMERY",0,227265,0
"94573",2017-12-06,"MORGAN",0,118918,0
"94575",2017-12-06,"PERRY",0,9302,0
"94577",2017-12-06,"PICKENS",0,20204,0
"94579",2017-12-06,"PIKE",0,33349,0
"94581",2017-12-06,"RANDOLPH",0,22687,0
"94583",2017-12-06,"RUSSELL",0,56985,0
"94585",2017-12-06,"SHELBY",1,213633,4.68092476349628e-06
"94587",2017-12-06,"SAINT CLAIR",0,87926,0
"94589",2017-12-06,"SUMTER",0,12749,0
"94591",2017-12-06,"TALLADEGA",0,80142,0
"94593",2017-12-06,"TALLAPOOSA",0,40613,0
"94595",2017-12-06,"TUSCALOOSA",0,207618,0
"94597",2017-12-06,"WALKER",0,63895,0
"94599",2017-12-06,"WASHINGTON",0,16522,0
"94601",2017-12-06,"WILCOX",0,10691,0
"94603",2017-12-06,"WINSTON",0,23760,0
"94605",2017-12-07,"AUTAUGA",0,55390,0
"94607",2017-12-07,"BALDWIN",0,212521,0
"94609",2017-12-07,"BARBOUR",0,25157,0
"94611",2017-12-07,"BIBB",0,22550,0
"94613",2017-12-07,"BLOUNT",0,57787,0
"94615",2017-12-07,"BULLOCK",0,10176,0
"94617",2017-12-07,"BUTLER",0,19888,0
"94619",2017-12-07,"CALHOUN",0,114710,0
"94621",2017-12-07,"CHAMBERS",0,33707,0
"94623",2017-12-07,"CHEROKEE",0,25805,0
"94625",2017-12-07,"CHILTON",0,44120,0
"94627",2017-12-07,"CHOCTAW",0,12925,0
"94629",2017-12-07,"CLARKE",0,24063,0
"94631",2017-12-07,"CLAY",0,13350,0
"94633",2017-12-07,"CLEBURNE",0,14899,0
"94635",2017-12-07,"COFFEE",0,51853,0
"94637",2017-12-07,"COLBERT",0,54695,0
"94639",2017-12-07,"CONECUH",0,12431,0
"94641",2017-12-07,"COOSA",0,10724,0
"94643",2017-12-07,"COVINGTON",0,37062,0
"94645",2017-12-07,"CRENSHAW",0,13858,0
"94647",2017-12-07,"CULLMAN",0,82867,0
"94649",2017-12-07,"DALE",0,49342,0
"94651",2017-12-07,"DALLAS",0,39238,0
"94653",2017-12-07,"DE KALB",0,71437,0
"94655",2017-12-07,"ELMORE",0,81422,0
"94657",2017-12-07,"ESCAMBIA",0,36993,0
"94659",2017-12-07,"ETOWAH",0,103007,0
"94661",2017-12-07,"FAYETTE",0,16466,0
"94663",2017-12-07,"FRANKLIN",0,31542,0
"94665",2017-12-07,"GENEVA",0,26385,0
"94667",2017-12-07,"GREENE",0,8310,0
"94669",2017-12-07,"HALE",0,14801,0
"94671",2017-12-07,"HENRY",0,17115,0
"94673",2017-12-07,"HOUSTON",0,104378,0
"94675",2017-12-07,"JACKSON",0,51828,0
"94677",2017-12-07,"JEFFERSON",2,659599,3.03214528827363e-06
"94679",2017-12-07,"LAMAR",0,13882,0
"94681",2017-12-07,"LAUDERDALE",0,92564,0
"94683",2017-12-07,"LAWRENCE",0,33063,0
"94685",2017-12-07,"LEE",0,161440,0
"94687",2017-12-07,"LIMESTONE",0,94130,0
"94689",2017-12-07,"LOWNDES",0,10097,0
"94691",2017-12-07,"MACON",0,18793,0
"94693",2017-12-07,"MADISON",1,361762,2.7642483179549e-06
"94695",2017-12-07,"MARENGO",0,19396,0
"94697",2017-12-07,"MARION",0,29792,0
"94699",2017-12-07,"MARSHALL",0,95572,0
"94701",2017-12-07,"MOBILE",0,414045,0
"94703",2017-12-07,"MONROE",0,21290,0
"94705",2017-12-07,"MONTGOMERY",0,227265,0
"94707",2017-12-07,"MORGAN",0,118918,0
"94709",2017-12-07,"PERRY",0,9302,0
"94711",2017-12-07,"PICKENS",0,20204,0
"94713",2017-12-07,"PIKE",0,33349,0
"94715",2017-12-07,"RANDOLPH",0,22687,0
"94717",2017-12-07,"RUSSELL",0,56985,0
"94719",2017-12-07,"SHELBY",1,213633,4.68092476349628e-06
"94721",2017-12-07,"SAINT CLAIR",1,87926,1.13732001910698e-05
"94723",2017-12-07,"SUMTER",0,12749,0
"94725",2017-12-07,"TALLADEGA",0,80142,0
"94727",2017-12-07,"TALLAPOOSA",0,40613,0
"94729",2017-12-07,"TUSCALOOSA",0,207618,0
"94731",2017-12-07,"WALKER",0,63895,0
"94733",2017-12-07,"WASHINGTON",0,16522,0
"94735",2017-12-07,"WILCOX",0,10691,0
"94737",2017-12-07,"WINSTON",0,23760,0
"94739",2017-12-08,"AUTAUGA",0,55390,0
"94741",2017-12-08,"BALDWIN",0,212521,0
"94743",2017-12-08,"BARBOUR",0,25157,0
"94745",2017-12-08,"BIBB",0,22550,0
"94747",2017-12-08,"BLOUNT",0,57787,0
"94749",2017-12-08,"BULLOCK",0,10176,0
"94751",2017-12-08,"BUTLER",0,19888,0
"94753",2017-12-08,"CALHOUN",0,114710,0
"94755",2017-12-08,"CHAMBERS",0,33707,0
"94757",2017-12-08,"CHEROKEE",0,25805,0
"94759",2017-12-08,"CHILTON",0,44120,0
"94761",2017-12-08,"CHOCTAW",0,12925,0
"94763",2017-12-08,"CLARKE",0,24063,0
"94765",2017-12-08,"CLAY",0,13350,0
"94767",2017-12-08,"CLEBURNE",0,14899,0
"94769",2017-12-08,"COFFEE",0,51853,0
"94771",2017-12-08,"COLBERT",0,54695,0
"94773",2017-12-08,"CONECUH",0,12431,0
"94775",2017-12-08,"COOSA",1,10724,9.3248787765759e-05
"94777",2017-12-08,"COVINGTON",0,37062,0
"94779",2017-12-08,"CRENSHAW",0,13858,0
"94781",2017-12-08,"CULLMAN",0,82867,0
"94783",2017-12-08,"DALE",0,49342,0
"94785",2017-12-08,"DALLAS",0,39238,0
"94787",2017-12-08,"DE KALB",0,71437,0
"94789",2017-12-08,"ELMORE",0,81422,0
"94791",2017-12-08,"ESCAMBIA",0,36993,0
"94793",2017-12-08,"ETOWAH",0,103007,0
"94795",2017-12-08,"FAYETTE",0,16466,0
"94797",2017-12-08,"FRANKLIN",0,31542,0
"94799",2017-12-08,"GENEVA",0,26385,0
"94801",2017-12-08,"GREENE",0,8310,0
"94803",2017-12-08,"HALE",0,14801,0
"94805",2017-12-08,"HENRY",0,17115,0
"94807",2017-12-08,"HOUSTON",0,104378,0
"94809",2017-12-08,"JACKSON",0,51828,0
"94811",2017-12-08,"JEFFERSON",1,659599,1.51607264413682e-06
"94813",2017-12-08,"LAMAR",0,13882,0
"94815",2017-12-08,"LAUDERDALE",0,92564,0
"94817",2017-12-08,"LAWRENCE",0,33063,0
"94819",2017-12-08,"LEE",0,161440,0
"94821",2017-12-08,"LIMESTONE",0,94130,0
"94823",2017-12-08,"LOWNDES",0,10097,0
"94825",2017-12-08,"MACON",0,18793,0
"94827",2017-12-08,"MADISON",3,361762,8.2927449538647e-06
"94829",2017-12-08,"MARENGO",1,19396,5.15570220664054e-05
"94831",2017-12-08,"MARION",0,29792,0
"94833",2017-12-08,"MARSHALL",0,95572,0
"94835",2017-12-08,"MOBILE",0,414045,0
"94837",2017-12-08,"MONROE",0,21290,0
"94839",2017-12-08,"MONTGOMERY",0,227265,0
"94841",2017-12-08,"MORGAN",0,118918,0
"94843",2017-12-08,"PERRY",0,9302,0
"94845",2017-12-08,"PICKENS",0,20204,0
"94847",2017-12-08,"PIKE",0,33349,0
"94849",2017-12-08,"RANDOLPH",0,22687,0
"94851",2017-12-08,"RUSSELL",0,56985,0
"94853",2017-12-08,"SHELBY",0,213633,0
"94855",2017-12-08,"SAINT CLAIR",0,87926,0
"94857",2017-12-08,"SUMTER",0,12749,0
"94859",2017-12-08,"TALLADEGA",1,80142,1.24778518130319e-05
"94861",2017-12-08,"TALLAPOOSA",0,40613,0
"94863",2017-12-08,"TUSCALOOSA",0,207618,0
"94865",2017-12-08,"WALKER",0,63895,0
"94867",2017-12-08,"WASHINGTON",0,16522,0
"94869",2017-12-08,"WILCOX",0,10691,0
"94871",2017-12-08,"WINSTON",0,23760,0
"94873",2017-12-09,"AUTAUGA",0,55390,0
"94875",2017-12-09,"BALDWIN",0,212521,0
"94877",2017-12-09,"BARBOUR",0,25157,0
"94879",2017-12-09,"BIBB",0,22550,0
"94881",2017-12-09,"BLOUNT",0,57787,0
"94883",2017-12-09,"BULLOCK",0,10176,0
"94885",2017-12-09,"BUTLER",0,19888,0
"94887",2017-12-09,"CALHOUN",0,114710,0
"94889",2017-12-09,"CHAMBERS",0,33707,0
"94891",2017-12-09,"CHEROKEE",0,25805,0
"94893",2017-12-09,"CHILTON",0,44120,0
"94895",2017-12-09,"CHOCTAW",0,12925,0
"94897",2017-12-09,"CLARKE",0,24063,0
"94899",2017-12-09,"CLAY",0,13350,0
"94901",2017-12-09,"CLEBURNE",0,14899,0
"94903",2017-12-09,"COFFEE",0,51853,0
"94905",2017-12-09,"COLBERT",0,54695,0
"94907",2017-12-09,"CONECUH",0,12431,0
"94909",2017-12-09,"COOSA",0,10724,0
"94911",2017-12-09,"COVINGTON",0,37062,0
"94913",2017-12-09,"CRENSHAW",0,13858,0
"94915",2017-12-09,"CULLMAN",0,82867,0
"94917",2017-12-09,"DALE",0,49342,0
"94919",2017-12-09,"DALLAS",0,39238,0
"94921",2017-12-09,"DE KALB",2,71437,2.7996696389826e-05
"94923",2017-12-09,"ELMORE",0,81422,0
"94925",2017-12-09,"ESCAMBIA",0,36993,0
"94927",2017-12-09,"ETOWAH",0,103007,0
"94929",2017-12-09,"FAYETTE",0,16466,0
"94931",2017-12-09,"FRANKLIN",0,31542,0
"94933",2017-12-09,"GENEVA",0,26385,0
"94935",2017-12-09,"GREENE",0,8310,0
"94937",2017-12-09,"HALE",0,14801,0
"94939",2017-12-09,"HENRY",0,17115,0
"94941",2017-12-09,"HOUSTON",0,104378,0
"94943",2017-12-09,"JACKSON",1,51828,1.92945897970209e-05
"94945",2017-12-09,"JEFFERSON",1,659599,1.51607264413682e-06
"94947",2017-12-09,"LAMAR",0,13882,0
"94949",2017-12-09,"LAUDERDALE",0,92564,0
"94951",2017-12-09,"LAWRENCE",0,33063,0
"94953",2017-12-09,"LEE",0,161440,0
"94955",2017-12-09,"LIMESTONE",1,94130,1.06236056517582e-05
"94957",2017-12-09,"LOWNDES",0,10097,0
"94959",2017-12-09,"MACON",0,18793,0
"94961",2017-12-09,"MADISON",4,361762,1.10569932718196e-05
"94963",2017-12-09,"MARENGO",0,19396,0
"94965",2017-12-09,"MARION",0,29792,0
"94967",2017-12-09,"MARSHALL",0,95572,0
"94969",2017-12-09,"MOBILE",0,414045,0
"94971",2017-12-09,"MONROE",0,21290,0
"94973",2017-12-09,"MONTGOMERY",0,227265,0
"94975",2017-12-09,"MORGAN",0,118918,0
"94977",2017-12-09,"PERRY",0,9302,0
"94979",2017-12-09,"PICKENS",0,20204,0
"94981",2017-12-09,"PIKE",0,33349,0
"94983",2017-12-09,"RANDOLPH",0,22687,0
"94985",2017-12-09,"RUSSELL",0,56985,0
"94987",2017-12-09,"SHELBY",0,213633,0
"94989",2017-12-09,"SAINT CLAIR",0,87926,0
"94991",2017-12-09,"SUMTER",0,12749,0
"94993",2017-12-09,"TALLADEGA",0,80142,0
"94995",2017-12-09,"TALLAPOOSA",0,40613,0
"94997",2017-12-09,"TUSCALOOSA",0,207618,0
"94999",2017-12-09,"WALKER",0,63895,0
"95001",2017-12-09,"WASHINGTON",0,16522,0
"95003",2017-12-09,"WILCOX",0,10691,0
"95005",2017-12-09,"WINSTON",0,23760,0
"95007",2017-12-10,"AUTAUGA",0,55390,0
"95009",2017-12-10,"BALDWIN",2,212521,9.41083469398318e-06
"95011",2017-12-10,"BARBOUR",0,25157,0
"95013",2017-12-10,"BIBB",0,22550,0
"95015",2017-12-10,"BLOUNT",0,57787,0
"95017",2017-12-10,"BULLOCK",0,10176,0
"95019",2017-12-10,"BUTLER",0,19888,0
"95021",2017-12-10,"CALHOUN",0,114710,0
"95023",2017-12-10,"CHAMBERS",0,33707,0
"95025",2017-12-10,"CHEROKEE",0,25805,0
"95027",2017-12-10,"CHILTON",0,44120,0
"95029",2017-12-10,"CHOCTAW",0,12925,0
"95031",2017-12-10,"CLARKE",0,24063,0
"95033",2017-12-10,"CLAY",0,13350,0
"95035",2017-12-10,"CLEBURNE",0,14899,0
"95037",2017-12-10,"COFFEE",0,51853,0
"95039",2017-12-10,"COLBERT",0,54695,0
"95041",2017-12-10,"CONECUH",0,12431,0
"95043",2017-12-10,"COOSA",1,10724,9.3248787765759e-05
"95045",2017-12-10,"COVINGTON",0,37062,0
"95047",2017-12-10,"CRENSHAW",0,13858,0
"95049",2017-12-10,"CULLMAN",0,82867,0
"95051",2017-12-10,"DALE",0,49342,0
"95053",2017-12-10,"DALLAS",0,39238,0
"95055",2017-12-10,"DE KALB",0,71437,0
"95057",2017-12-10,"ELMORE",1,81422,1.22816929085505e-05
"95059",2017-12-10,"ESCAMBIA",0,36993,0
"95061",2017-12-10,"ETOWAH",0,103007,0
"95063",2017-12-10,"FAYETTE",0,16466,0
"95065",2017-12-10,"FRANKLIN",0,31542,0
"95067",2017-12-10,"GENEVA",0,26385,0
"95069",2017-12-10,"GREENE",0,8310,0
